Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1999-01-31,,,,,,,,,,
1999-02-28,-0.03206858861731676,0.015543541888489276,-0.008595975414500856,0.01572690112954689,0.009003264362881014,-0.09917382901110194,-0.010494682854504944,-0.02755659909565633,0.0011465969930331,-0.006257030503494132
1999-03-31,0.041468159456736764,0.017990491014716392,0.1413711357920664,0.03241100103343708,0.02100412314143707,0.07431202031119621,-0.0011863794129051142,-0.06308809954236316,0.026346198961531897,0.048647343635499496
1999-04-30,0.03797393095552071,0.24712565670665043,0.14803104420877533,0.07017528567195885,0.1503764140387105,0.00597749284321103,-0.03486997728160124,0.09660567045022428,0.03571447354687218,0.026229861641411834
1999-05-31,-0.0228652910631596,-0.09101353209342089,-0.021582603568398695,-0.060304193303962084,-0.019608006105231723,0.0033958611955036133,-0.010409835333785478,0.011744932924442564,-0.03071147728381307,-0.045261066619839085
1999-06-30,0.05537887303018896,0.05778789766863035,0.02041438478983637,0.043385268538080224,0.06135170696386649,0.09602433922999332,0.01765943727548236,0.041177202845183336,0.04391354086226418,0.06445401210811252
1999-07-31,-0.031022764779937262,-0.011417817957198428,0.01894100819449296,-0.0610779666838529,-0.0366874131226369,-0.011578948633133579,-0.037240868918705816,0.003059484867439677,-0.029819169088078357,-0.0745017842670429
1999-08-31,-0.005178706413891843,-0.0449847102343941,0.010935463780758603,-0.04400464236324575,0.008160887991017773,0.03514243034713016,0.017121040274108434,-0.04778827147209508,-0.04500591181752722,-0.03854853182324092
1999-09-30,-0.022336834231029723,-0.031361398577513744,-0.045991248050748945,-0.05221088943344232,-0.005157474748017976,-0.004149365027312002,-0.09021090722870573,0.025432025025768912,-0.013792779464586236,-0.01451454324310808
1999-10-31,0.06407813700398313,0.023730346132638802,-0.01480601180472596,0.1553673828515285,-0.02173898988203138,0.030303242818236154,0.09134598433357843,0.005246761372279085,0.05069995473124034,0.08867544845295994
1999-11-30,0.01665099118022373,-0.014166081486324478,-0.0017345515342156448,-0.04401008803984563,-0.022222183699224796,0.09816198259849007,0.003146172154818494,-0.03288177104640311,0.011646454736266465,0.0005504246567031856
1999-12-31,0.05710879148504988,0.11571061877993238,0.0070155425217262035,-0.02392425984293478,0.08096997626042257,0.15435781514918978,-0.07258038543441137,-0.02186346418124563,0.09022486386325301,0.09487934432000089
2000-01-31,-0.04978653618659812,-0.12228096257980259,0.00807317565377974,-0.02958544460220147,-0.08179368514367502,-0.06148488957740694,0.008819708350551902,-0.017767316256000476,-0.02529051573304275,-0.12424572524524435
2000-02-29,-0.01522630534340419,-0.10046837613036386,-0.04233404922291162,-0.10704634122769219,-0.05517265632064694,0.10506783070939019,-0.11701411205406342,-0.12153812122042984,-0.06538689445656976,-0.055715498400209174
2000-03-31,0.09691502974694233,0.10089290213513014,0.12442437683726149,0.1826241820472927,0.13920677872295628,0.08389240343361015,0.037592667882933695,0.10923710855246904,0.08995048740214129,0.14151770891962756
2000-04-30,-0.03512095034653073,-0.03321987003966609,-0.014925199473855177,0.009659025442161573,0.014445843515203283,-0.09184699606926783,0.053019395669998026,0.06545910497812768,-0.011716995178119527,-0.020822551462297945
2000-05-31,-0.015722414794526407,-0.03155693992504516,0.11742362223428038,0.022320869371039054,-0.004219169852310634,-0.10397764324044545,0.07132838266818942,-0.002194670538941179,-0.02680430047283955,-0.0539800890324903
2000-06-30,0.019681581151618,-0.08551173527521616,-0.055016079172154786,-0.04850106875522375,-0.03933134627008772,0.0995563737763916,0.05661305429191965,-0.03396716540010325,0.002119040181594478,-0.05410230851586484
2000-07-31,-0.015701991259407078,0.008750148632413746,-0.038105144866936835,0.08815779440990723,0.015469840011030023,-0.05305631271098932,-0.03653303327682522,0.015482037133838666,-0.014799439241299561,0.015873168369911594
2000-08-31,0.06534036844670066,0.022871587216624523,0.10920799190991937,0.101571443328903,0.09902041993430166,0.10170523666447417,-0.012210228805656365,0.03896083836199882,0.0354079131610352,-0.04146612828991958
2000-09-30,-0.05486221433775296,-0.09803263356045155,0.01644145159087418,0.021740074082648553,-0.02904201228063652,-0.17965713443158593,0.04429557240788573,0.13214249470447514,-0.036269431986785894,0.0012246552830730284
2000-10-31,-0.004677804056217316,0.08770445805014582,-0.027182097865627308,-0.008620483499500398,0.02249522195129816,-0.057278086910439896,0.06941837234299197,0.05808364404435418,0.015053473646031268,-0.012554299676216463
2000-11-30,-0.07465309781548335,-0.025296644558728265,-0.052450984354755925,-0.051087636106539214,-0.03400027511372561,-0.2051464972001914,0.034502436483731636,-0.0004576477526055944,-0.09110212135935813,-0.02479381627092825
2000-12-31,-0.005226540527114576,0.14088873943305402,0.1020951750976371,0.08532828896074851,0.03950608308999448,-0.09892062043936778,0.03637581916465438,-0.013645834261194478,0.016501524366233422,0.07047039244922915
2001-01-31,0.044458883325899645,-0.026696140529014367,-0.03186465556738749,-0.0023724377972743627,0.0038406213237673903,0.19121729120576347,-0.07291052548336352,-0.056270896317322294,0.0722935326050409,0.116288286608903
2001-02-28,-0.09538696632987498,0.01294966576582679,-0.012137735047305864,-0.0672783008987543,-0.05993059740927875,-0.24906139408861006,0.006042653832038836,0.02075305113144843,-0.019165273400489458,-0.07140374684079087
2001-03-31,-0.0560368613509582,-0.050080384846580395,-0.029832770945157017,-0.029952647728617388,-0.09576938714473693,-0.11460258459052486,-0.06935725244379076,-0.014335059848019083,-0.06403034805620944,-0.014582345867417912
2001-04-30,0.08543956882565928,0.10666053686826737,0.10325729681326612,0.03617253187863101,0.1143283621744009,0.1616941629985278,0.019417421412099456,0.04825799350474047,0.07382498993381459,0.04637796730209898
2001-05-31,-0.005605648833090782,0.03846147308319181,-0.009448598157471344,0.043999336299373804,0.041849422054345276,-0.04095813338010834,0.014683085532009033,0.007012270752092098,0.038194989728757234,0.02380975672336061
2001-06-30,-0.02382943088267364,-0.0345126936500435,-0.09113098208879233,-0.007155837151805566,-0.06178811411604479,0.01954425039173735,-0.04625366730586,-0.05017530100477696,-0.011296349531137007,-0.007874587536230049
2001-07-31,-0.01019554612393081,-0.0027198522678973935,-0.01153232013822958,-0.009507078681917802,-0.002075698769319345,-0.06922264902101838,0.03044075622199105,-0.008988876441467397,-0.019966057920503988,0.044452833871369446
