Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,CASH
2001-02-28,0.0,0.16477686382133672,0.16477686382133672,0.0,0.0,0.0,0.16477686382133672,0.0,0.0,0.5056694085359899
2001-03-31,0.0,0.0,0.16385352215089455,0.0,0.0,0.16385352215089455,0.16385352215089455,0.0,0.0,0.5084394335473164
2001-04-30,0.0,0.0,0.20621345626592547,0.0,0.0,0.20621345626592547,0.20621345626592547,0.0,0.0,0.3813596312022236
2001-05-31,0.0,0.19967487428899713,0.0,0.0,0.0,0.19967487428899713,0.19967487428899713,0.0,0.0,0.40097537713300857
2001-06-30,0.2058131683025861,0.0,0.2058131683025861,0.0,0.0,0.0,0.2058131683025861,0.0,0.0,0.38256049509224166
2001-07-31,0.20303849511951083,0.0,0.20303849511951083,0.0,0.0,0.0,0.20303849511951083,0.0,0.0,0.39088451464146745
2001-08-31,0.20699740026680072,0.0,0.0,0.0,0.0,0.0,0.20699740026680072,0.0,0.20699740026680072,0.3790077991995978
2001-09-30,0.2923808998762604,0.0,0.0,0.0,0.0,0.0,0.2923808998762604,0.0,0.2923808998762604,0.12285730037121867
2001-10-31,0.25589341964988976,0.0,0.0,0.0,0.0,0.25589341964988976,0.25589341964988976,0.0,0.0,0.2323197410503306
2001-11-30,0.2567854257300205,0.0,0.0,0.0,0.0,0.2567854257300205,0.0,0.0,0.2567854257300205,0.2296437228099385
2001-12-31,0.19195013590073098,0.0,0.0,0.0,0.0,0.0,0.0,0.19195013590073098,0.19195013590073098,0.424149592297807
2002-01-31,0.20716434959828878,0.0,0.0,0.0,0.0,0.0,0.0,0.20716434959828878,0.20716434959828878,0.37850695120513367
2002-02-28,0.2081671130483124,0.0,0.0,0.0,0.0,0.2081671130483124,0.0,0.0,0.2081671130483124,0.3754986608550628
2002-03-31,0.2054781238452142,0.0,0.0,0.0,0.0,0.2054781238452142,0.0,0.0,0.2054781238452142,0.3835656284643574
2002-04-30,0.21055523973109158,0.0,0.0,0.0,0.0,0.0,0.0,0.21055523973109158,0.21055523973109158,0.36833428080672526
2002-05-31,0.21230493961856883,0.0,0.0,0.0,0.0,0.0,0.0,0.21230493961856883,0.21230493961856883,0.36308518114429345
2002-06-30,0.21041425606755262,0.0,0.0,0.0,0.0,0.0,0.0,0.21041425606755262,0.21041425606755262,0.3687572317973421
2002-07-31,0.20515664891587487,0.0,0.0,0.0,0.0,0.0,0.0,0.20515664891587487,0.20515664891587487,0.3845300532523753
2002-08-31,0.1815614871763011,0.0,0.0,0.0,0.0,0.1815614871763011,0.0,0.1815614871763011,0.0,0.4553155384710966
2002-09-30,0.18514065146284278,0.0,0.0,0.0,0.0,0.0,0.0,0.18514065146284278,0.18514065146284278,0.44457804561147163
2002-10-31,0.18050320849499746,0.0,0.0,0.0,0.0,0.0,0.0,0.18050320849499746,0.18050320849499746,0.4584903745150076
2002-11-30,0.17002506787828808,0.0,0.0,0.0,0.0,0.0,0.0,0.17002506787828808,0.17002506787828808,0.48992479636513575
2002-12-31,0.18650352647832905,0.0,0.0,0.0,0.0,0.0,0.0,0.18650352647832905,0.18650352647832905,0.44048942056501283
2003-01-31,0.17974870598614362,0.17974870598614362,0.0,0.0,0.0,0.0,0.0,0.17974870598614362,0.0,0.4607538820415691
2003-02-28,0.18097554309617686,0.18097554309617686,0.0,0.0,0.0,0.0,0.0,0.18097554309617686,0.0,0.45707337071146936
2003-03-31,0.0,0.1855100698953416,0.1855100698953416,0.0,0.0,0.0,0.0,0.1855100698953416,0.0,0.44346979031397515
2003-04-30,0.18757504640138117,0.18757504640138117,0.0,0.0,0.0,0.0,0.0,0.18757504640138117,0.0,0.4372748607958564
2003-05-31,0.18038310866321786,0.0,0.18038310866321786,0.0,0.0,0.0,0.0,0.18038310866321786,0.0,0.4588506740103464
2003-06-30,0.0,0.0,0.17746477186372447,0.0,0.17746477186372447,0.0,0.0,0.17746477186372447,0.0,0.46760568440882655
2003-07-31,0.0,0.0,0.2707825734906477,0.0,0.2707825734906477,0.0,0.0,0.2707825734906477,0.0,0.18765227952805674
2003-08-31,0.0,0.0,0.31020761222535964,0.0,0.31020761222535964,0.0,0.0,0.0,0.31020761222535964,0.06937716332392108
2003-09-30,0.30710698610563897,0.0,0.0,0.0,0.30710698610563897,0.0,0.0,0.0,0.30710698610563897,0.07867904168308304
2003-10-31,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2003-11-30,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2003-12-31,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2004-01-31,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2004-02-29,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0
2004-03-31,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
2004-04-30,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2004-05-31,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-30,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-31,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-31,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2004-09-30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2004-10-31,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-30,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2004-12-31,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-01-31,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-02-28,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-03-31,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-04-30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-05-31,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-06-30,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-07-31,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2005-08-31,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2005-09-30,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2005-10-31,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2005-11-30,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2005-12-31,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2006-01-31,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2006-02-28,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2006-03-31,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2006-04-30,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-30,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
2006-10-31,0.3035380666543639,0.0,0.3035380666543639,0.3035380666543639,0.0,0.0,0.0,0.0,0.0,0.08938580003690821
2006-11-30,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
2006-12-31,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2007-02-28,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2007-03-31,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2007-04-30,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
2007-05-31,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
2007-06-30,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2007-07-31,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
2007-08-31,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2007-09-30,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
